identifier,rel:synonym,rel:hasAntonym,rel:hasHyponym,rel:hasMeronym,rel:hasHolonym,rel:hasHypernym,gloss,exampleSentences,pos,objectType
hi:S:00009494,"hi:W:000094940,",,,,,hi:S:00004352, बड़ी पुस्तक,"दादाजी हर सुबह-शाम पोथा पढ़ते हैं ।",Noun,Synset
hi:S:00009495,"hi:W:000094950,hi:W:000094951,hi:W:000094952,hi:W:000094953,hi:W:000094954,hi:W:000094955,hi:W:000094956,hi:W:000094957,hi:W:0000949510,hi:W:0000949511,",,,,,hi:S:00002083, बिछौने या चारपाई का वह सिरा जिधर पैर रखते हैं,"कहते हैं कि सोते समय दक्षिण दिशा में पाँयता नहीं होना चाहिए ।",Noun,Synset
hi:S:00009496,"",,,,,hi:S:00000396, पाव भर माप का बर्तन या बटखरा,"ग्वाला पौए से दूध नाप रहा है ।",Noun,Synset
hi:S:00009497,"hi:W:000094970,hi:W:000094971,",,,,,, जो छपकर लोगों के सामने आ गया हो,"श्रीवास्तवजी ने अपनी नई प्रकाशित पुस्तक मुझे भेंट की ।",Adjective,Synset
hi:S:00009498,"",,,,,hi:S:00000183, जीवों की स्वतः अपने जैसे जीव उत्पन्न करने की क्रिया,"सभी जन्तुओं में प्रजनन की क्षमता अलग-अलग होती है ।",Noun,Synset
hi:S:00009499,"hi:W:000094991,",,,,,hi:S:00009967, व्याकरण में वह शब्द जिसके वाच्य पर कर्त्ता की क्रिया का प्रभाव पड़े,"कर्म की विभक्ति को है । / मंगल ने आम चूसा में आम कर्म है ।",Noun,Synset
hi:S:00009500,"",,,,,, गाने-बजाने में ताल का ध्यान न रखने वाला,"वह बेताला वादक है, केवल ढोल को पीटना जानता है ।",Adjective,Synset
hi:S:00009501,"hi:W:000095010,hi:W:000095011,",,,,,, जो परछाँई पड़ने के कारण दिखाई पड़ता हो,"चाँदनी रात में जल में प्रतिबिंबित चाँद मन को लुभाता है ।",Adjective,Synset
hi:S:00009502,"hi:W:000095020,hi:W:000095021,hi:W:000095022,hi:W:000095023,hi:W:000095024,hi:W:000095025,hi:W:000095026,hi:W:000095027,",,,,,, हर सौ या सैकड़े के हिसाब से,"इस बैंक की ब्याज दर दो प्रतिशत गिर गई है ।",Adverb,Synset
hi:S:00009503,"hi:W:000095030,hi:W:000095031,",,hi:S:00012012,,,hi:S:00009967, व्याकरण में वे अक्षर जो किसी धातु या मूल शब्द के अंत में लग कर उसके अर्थ में कोई विशेषता लाते हैं,"सुन्दर के साथ ता प्रत्यय लगा कर सुन्दरता बनता है ।",Noun,Synset
hi:S:00009504,"hi:W:000095040,",,,,,hi:S:00010046, व्याकरण में कर्ताकारक की विभक्ति,"प्रथमा की विभक्ति ने है ।",Noun,Synset
hi:S:00009505,"hi:W:000095050,hi:W:000095051,",,hi:S:00016343,,,hi:S:00001423, एक रोग जिसमें स्त्रियों के गर्भाशय से सफ़ेद या लाल रंग का लसीला पानी-सा बहा करता है,"प्रदर का इलाज संभव है ।",Noun,Synset
hi:S:00009506,"",,,,,, प्रदर्शनी में रखा हुआ,"प्रदर्शित वस्तुओं का मूल्य बहुत अधिक रखा गया है ।",Adjective,Synset
hi:S:00009507,"hi:W:000095070,hi:W:000095071,",,,,,hi:S:00001876, किसी विषय से सम्बंधित प्रश्नों की सूची,"इस प्रश्नावली के सभी प्रश्नों को मैंने हल कर दिया है ।",Noun,Synset
hi:S:00009508,"",,,,,hi:S:00001978, पगड़ी पर पहनने का एक प्रकार का आभूषण,"उसकी पगड़ी पर माँझा सुशोभित था ।",Noun,Synset
hi:S:00009509,"hi:W:000095090,",,,,,hi:S:00000183, प्रस्तुत करने की क्रिया,"नाटक का प्रस्तुतिकरण अच्छा था ।",Noun,Synset
hi:S:00009510,"hi:W:000095101,",,,,,hi:S:00005489, बोलचाल की एक प्राचीन भाषा या आर्यभाषा के मध्ययुग की भाषा,"कुछ लोग हिंदी की उत्पत्ति प्राकृत से मानते हैं ।",Noun,Synset
hi:S:00009511,"hi:W:000095110,hi:W:000095111,",,hi:S:00031900,,,hi:S:00000009, कोई पाप करने पर उसके दोष से मुक्त होने के लिए किया जानेवाला कोई धार्मिक या अच्छा काम,"हिंदूलोग अपने पापों का प्रायश्चित करने के लिए तीर्थ,दान आदि करते हैं ।",Noun,Synset
hi:S:00009512,"hi:W:000095120,hi:W:000095121,hi:W:000095122,hi:W:000095123,hi:W:000095124,hi:W:000095125,hi:W:000095126,hi:W:000095127,",,,,,hi:S:00002803, विशेषतः वह अध्यापक जो किसी महाविद्यालय या विश्वविद्यालय आदि में पढ़ाता हो,"प्राध्यापक ही देश की युवा पीढ़ी को सही दिशा प्रदान करता है ।",Noun,Synset
hi:S:00009513,"hi:W:000095130,hi:W:000095131,",,,,,, जो प्रार्थना के योग्य हो,"मंदिर में आयोजित रामायण पाठ में आप सब की उपस्थिति प्रार्थनीय है ।",Adjective,Synset
hi:S:00009514,"hi:W:000095140,hi:W:000095141,hi:W:000095142,hi:W:000095143,hi:W:000095145,hi:W:000095146,",,,,,, जिसे दूसरे से प्रेरणा मिली हो,"गुरुजी ने राम को पढ़ने के लिए प्रेरित किया । / उनके आदर्शों द्वारा उत्प्रेरित समाज आज उन्नति के शिखर पर है ।",Adjective,Synset
hi:S:00009515,"hi:W:000095151,hi:W:000095152,hi:W:000095153,hi:W:000095154,",,,,,hi:S:00000104, किसी वस्तु या बात के बारे में मन में उठनेवाला वह भाव जिसके कारण महत्व प्राप्त हो या अभिमान किया जा सके,"हमेशा गर्व से सीना तानकर चलने वाले साहूकार को आज सबके सामने लज्जित होना पड़ा । ",Noun,Synset
