Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.en.ad.AB.61,Find the missing number,8 + ___ = 12,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,20,No,16,No,9,No,16,12,5,4,11,7
ek.n.ib.en.ad.AB.62,Find the missing number,4 + ___ = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,17,No,2,No,19,No,8,7,10,15,2,17
ek.n.ib.en.ad.AB.63,Find the missing number,12 + ___ = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,28,No,10,No,6,No,24,6,2,18,22,4
ek.n.ib.en.ad.AB.64,Find the missing number,1 + ___ = 2,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,3,No,2,No,6,No,2,1,5,1,3,4
ek.n.ib.en.ad.AB.65,Find the missing number,5 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,22,No,19,No,16,No,10,7,4,3,6,3
ek.n.ib.en.ad.AB.66,Find the missing number,7 + ___ = 8,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,15,No,6,No,12,No,14,5,11,9,3,6
ek.n.ib.en.ad.AB.67,Find the missing number,19 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,39,No,14,No,6,No,38,13,5,25,33,8
ek.n.ib.en.ad.AB.68,Find the missing number,13 + ___ = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,29,No,5,No,6,No,26,2,3,24,23,1
ek.n.ib.en.ad.AB.69,Find the missing number,4 + ___ = 11,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",7,Yes,15,No,17,No,20,No,8,10,13,2,5,3
ek.n.ib.en.ad.AB.70,Find the missing number,3 + ___ = 6,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,9,No,2,No,11,No,6,1,8,7,2,9
ek.n.ib.en.ad.AB.71,Find the missing number,9 + ___ = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,24,No,5,No,16,No,18,1,10,19,8,11
ek.n.ib.en.ad.AB.72,Find the missing number,10 + ___ = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,28,No,19,No,14,No,20,11,6,9,14,5
ek.n.ib.en.ad.AB.73,Find the missing number,5 + ___ = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,19,No,2,No,14,No,10,7,5,17,5,12
ek.n.ib.en.ad.AB.74,Find the missing number,3 + ___ = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,18,No,2,No,4,No,6,10,8,16,14,2
ek.n.ib.en.ad.AB.75,Find the missing number,6 + ___ = 7,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,13,No,10,No,14,No,12,9,13,3,1,4
ek.n.ib.en.ad.AB.76,Find the missing number,8 + ___ = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,24,No,17,No,10,No,16,9,2,7,14,7
ek.n.ib.en.ad.AB.77,Find the missing number,2 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",15,Yes,19,No,18,No,10,No,4,3,5,1,9,8
ek.n.ib.en.ad.AB.78,Find the missing number,2 + ___ = 9,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",7,Yes,11,No,5,No,20,No,4,2,13,6,9,15
ek.n.ib.en.ad.AB.79,Find the missing number,17 + ___ = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,35,No,7,No,17,No,34,6,16,28,18,10
ek.n.ib.en.ad.AB.80,Find the missing number,17 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,37,No,6,No,13,No,34,3,10,31,24,7
ek.n.ib.en.ad.AB.81,Find the missing number,6 + ___ = 8,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,14,No,6,No,5,No,12,4,3,8,9,1
ek.n.ib.en.ad.AB.82,Find the missing number,13 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",7,Yes,33,No,12,No,14,No,26,5,7,21,19,2
ek.n.ib.en.ad.AB.83,Find the missing number,9 + ___ = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,22,No,16,No,10,No,18,12,6,6,12,6
ek.n.ib.en.ad.AB.84,Find the missing number,12 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,29,No,14,No,2,No,24,9,3,15,27,12
ek.n.ib.en.ad.AB.85,Find the missing number,8 + ___ = 10,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,18,No,7,No,12,No,16,5,10,11,6,5
ek.n.ib.en.ad.AB.86,Find the missing number,4 + ___ = 5,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,9,No,16,No,7,No,8,15,6,7,2,9
ek.n.ib.en.ad.AB.87,Find the missing number,6 + ___ = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,20,No,3,No,18,No,12,5,10,17,2,15
ek.n.ib.en.ad.AB.88,Find the missing number,9 + ___ = 19,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",10,Yes,28,No,5,No,4,No,18,5,6,23,24,1
ek.n.ib.en.ad.AB.89,Find the missing number,2 + ___ = 12,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",10,Yes,14,No,19,No,9,No,4,9,1,5,5,10
ek.n.ib.en.ad.AB.90,Find the missing number,18 + ___ = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,38,No,6,No,5,No,36,4,3,32,33,1
ek.n.ib.en.ad.AB.91,Find the missing number,4 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,21,No,6,No,11,No,8,7,2,15,10,5
ek.n.ib.en.ad.AB.92,Find the missing number,11 + ___ = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,28,No,12,No,11,No,22,6,5,16,17,1
ek.n.ib.en.ad.AB.93,Find the missing number,13 + ___ = 19,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,32,No,7,No,8,No,26,1,2,25,24,1
ek.n.ib.en.ad.AB.94,Find the missing number,___ + 8 = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,22,No,2,No,19,No,16,4,13,20,3,17
ek.n.ib.en.ad.AB.95,Find the missing number,___ + 7 = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,23,No,4,No,6,No,14,5,3,19,17,2
ek.n.ib.en.ad.AB.96,Find the missing number,___ + 9 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,27,No,6,No,13,No,18,3,4,21,14,7
ek.n.ib.en.ad.AB.97,Find the missing number,___ + 13 = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",7,Yes,33,No,1,No,14,No,26,6,7,32,19,13
ek.n.ib.en.ad.AB.98,Find the missing number,___ + 5 = 10,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,15,No,14,No,9,No,10,9,4,1,6,5
ek.n.ib.en.ad.AB.99,Find the missing number,___ + 2 = 3,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,5,No,19,No,18,No,4,18,17,14,13,1
ek.n.ib.en.ad.AB.100,Find the missing number,___ + 4 = 6,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,10,No,14,No,18,No,8,12,16,4,8,4
ek.n.ib.en.ad.AB.101,Find the missing number,___ + 1 = 11,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",10,Yes,12,No,5,No,15,No,2,5,5,7,3,10
ek.n.ib.en.ad.AB.102,Find the missing number,___ + 5 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",13,Yes,23,No,16,No,19,No,10,3,6,7,4,3
ek.n.ib.en.ad.AB.103,Find the missing number,___ + 14 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,32,No,5,No,16,No,28,1,12,27,16,11
ek.n.ib.en.ad.AB.104,Find the missing number,___ + 18 = 19,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,37,No,11,No,8,No,36,10,7,26,29,3
ek.n.ib.en.ad.AB.105,Find the missing number,___ + 10 = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,26,No,2,No,16,No,20,4,10,24,10,14
ek.n.ib.en.ad.AB.106,Find the missing number,___ + 6 = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",8,Yes,20,No,13,No,12,No,12,5,4,7,8,1
ek.n.ib.en.ad.AB.107,Find the missing number,___ + 2 = 6,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,8,No,17,No,2,No,4,13,2,9,6,15
ek.n.ib.en.ad.AB.108,Find the missing number,___ + 19 = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,39,No,18,No,5,No,38,17,4,21,34,13
ek.n.ib.en.ad.AB.109,Find the missing number,___ + 3 = 7,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,10,No,16,No,3,No,6,12,1,6,7,13
ek.n.ib.en.ad.AB.110,Find the missing number,___ + 6 = 10,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,16,No,3,No,8,No,12,1,4,13,8,5
ek.n.ib.en.ad.AB.111,Find the missing number,___ + 1 = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,14,No,3,No,19,No,2,9,7,11,5,16
ek.n.ib.en.ad.AB.112,Find the missing number,___ + 11 = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,26,No,18,No,11,No,22,14,7,8,15,7
ek.n.ib.en.ad.AB.113,Find the missing number,___ + 12 = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",4,Yes,28,No,7,No,18,No,24,3,14,21,10,11
ek.n.ib.en.ad.AB.114,Find the missing number,___ + 4 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,22,No,3,No,11,No,8,11,3,19,11,8
ek.n.ib.en.ad.AB.115,Find the missing number,___ + 6 = 8,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,14,No,17,No,9,No,12,15,7,3,5,8
ek.n.ib.en.ad.AB.116,Find the missing number,___ + 14 = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,34,No,3,No,18,No,28,3,12,31,16,15
ek.n.ib.en.ad.AB.117,Find the missing number,___ + 18 = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,38,No,9,No,5,No,36,7,3,29,33,4
ek.n.ib.en.ad.AB.118,Find the missing number,___ + 2 = 20,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",18,Yes,22,No,16,No,10,No,4,2,8,6,12,6
ek.n.ib.en.ad.AB.119,Find the missing number,___ + 1 = 6,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",5,Yes,7,No,15,No,19,No,2,10,14,8,12,4
ek.n.ib.en.ad.AB.120,Find the missing number,___ + 6 = 7,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,13,No,2,No,6,No,12,1,5,11,7,4
ek.n.ib.en.ad.AB.121,Find the missing number,___ + 10 = 11,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,21,No,4,No,9,No,20,3,8,17,12,5
ek.n.ib.en.ad.AB.122,Find the missing number,___ + 14 = 16,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,30,No,16,No,18,No,28,14,16,14,12,2
ek.n.ib.en.ad.AB.123a,Find the missing number,___ + 2 = 4,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,6,No,15,No,19,No,4,13,17,9,13,4
ek.n.ib.en.ad.AB.124,Find the missing number,___ + 8 = 10,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",2,Yes,18,No,14,No,19,No,16,12,17,4,1,5
ek.n.ib.en.ad.AB.125,Find the missing number,___ + 14 = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,31,No,17,No,16,No,28,14,13,14,15,1
ek.n.ib.en.ad.AB.126,Find the missing number,___ + 5 = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,19,No,11,No,6,No,10,2,3,8,13,5
ek.n.ib.en.ad.AB.127,Find the missing number,___ + 6 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",12,Yes,24,No,11,No,1,No,12,1,11,13,23,10
ek.n.ib.en.ad.AB.128,Find the missing number,___ + 3 = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",10,Yes,16,No,18,No,11,No,6,8,1,2,5,7
ek.n.ib.en.ad.AB.129,Find the missing number,___ + 7 = 13,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,20,No,12,No,19,No,14,6,13,8,1,7
ek.n.ib.en.ad.AB.130,Find the missing number,___ + 3 = 6,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,9,No,17,No,12,No,6,14,9,8,3,5
ek.n.ib.en.ad.AB.131,Find the missing number,___ + 8 = 17,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",9,Yes,25,No,17,No,11,No,16,8,2,8,14,6
ek.n.ib.en.ad.AB.132,Find the missing number,___ + 9 = 15,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",6,Yes,24,No,10,No,3,No,18,4,3,14,21,7
ek.n.ib.en.ad.AB.133,Find the missing number,___ + 1 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",17,Yes,19,No,7,No,13,No,2,10,4,12,6,6
ek.n.ib.en.ad.AB.134,Find the missing number,___ + 17 = 18,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",1,Yes,35,No,11,No,3,No,34,10,2,24,32,8
ek.n.ib.en.ad.AB.135,Find the missing number,___ + 5 = 19,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",14,Yes,24,No,5,No,6,No,10,9,8,19,18,1
ek.n.ib.en.ad.AB.136,Find the missing number,___ + 11 = 14,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",3,Yes,25,No,7,No,12,No,22,4,9,18,13,5
ek.n.ib.en.ad.AC.1,Find the missing number,60 + 25 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",85,Yes,88,No,32,No,46,No,3,53,39,56,42,14
ek.n.ib.en.ad.AC.2,Find the missing number,84 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",93,Yes,95,No,42,No,16,No,2,51,77,53,79,26
ek.n.ib.en.ad.AC.3,Find the missing number,28 + 52 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",80,Yes,81,No,50,No,54,No,1,30,26,31,27,4
ek.n.ib.en.ad.AC.4,Find the missing number,55 + 39 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",94,Yes,96,No,53,No,83,No,2,41,11,43,13,30
ek.n.ib.en.ad.AC.5,Find the missing number,76 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",77,Yes,80,No,27,No,38,No,3,50,39,53,42,11
ek.n.ib.en.ad.AC.6,Find the missing number,71 + 17 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",88,Yes,91,No,37,No,40,No,3,51,48,54,51,3
ek.n.ib.en.ad.AC.7,Find the missing number,53 + 23 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",76,Yes,79,No,62,No,48,No,3,14,28,17,31,14
ek.n.ib.en.ad.AC.8,Find the missing number,27 + 23 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",50,Yes,52,No,62,No,45,No,2,12,5,10,7,17
ek.n.ib.en.ad.AC.9,Find the missing number,24 + 58 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",82,Yes,84,No,26,No,31,No,2,56,51,58,53,5
ek.n.ib.en.ad.AC.10,Find the missing number,22 + 11 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",33,Yes,34,No,59,No,56,No,1,26,23,25,22,3
ek.n.ib.en.ad.AC.11,Find the missing number,35 + 56 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",91,Yes,92,No,61,No,31,No,1,30,60,31,61,30
ek.n.ib.en.ad.AC.12,Find the missing number,67 + 16 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",83,Yes,86,No,77,No,74,No,3,6,9,9,12,3
ek.n.ib.en.ad.AC.13,Find the missing number,92 + 5 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",97,Yes,98,No,45,No,44,No,1,52,53,53,54,1
ek.n.ib.en.ad.AC.14,Find the missing number,83 + 16 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",99,Yes,100,No,79,No,77,No,1,20,22,21,23,2
ek.n.ib.en.ad.AC.15,Find the missing number,69 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",78,Yes,81,No,27,No,95,No,3,51,17,54,14,68
ek.n.ib.en.ad.AC.16,Find the missing number,30 + 40 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",70,Yes,73,No,36,No,18,No,3,34,52,37,55,18
ek.n.ib.en.ad.AC.17,Find the missing number,97 + 1 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",98,Yes,100,No,86,No,87,No,2,12,11,14,13,1
ek.n.ib.en.ad.AC.18,Find the missing number,28 + 59 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",87,Yes,89,No,88,No,38,No,2,1,49,1,51,50
ek.n.ib.en.ad.AC.19,Find the missing number,52 + 47 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",99,Yes,100,No,58,No,39,No,1,41,60,42,61,19
ek.n.ib.en.ad.AC.20,Find the missing number,56 + 24 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",80,Yes,82,No,25,No,81,No,2,55,1,57,1,56
ek.n.ib.en.ad.AC.21,Find the missing number,75 + 12 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",87,Yes,88,No,20,No,81,No,1,67,6,68,7,61
ek.n.ib.en.ad.AC.22,Find the missing number,35 + 54 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",89,Yes,92,No,68,No,72,No,3,21,17,24,20,4
ek.n.ib.en.ad.AC.23,Find the missing number,58 + 14 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",72,Yes,73,No,96,No,37,No,1,24,35,23,36,59
ek.n.ib.en.ad.AC.24,Find the missing number,58 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",67,Yes,68,No,32,No,77,No,1,35,10,36,9,45
ek.n.ib.en.ad.AC.25,Find the missing number,69 + 16 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",85,Yes,86,No,58,No,76,No,1,27,9,28,10,18
ek.n.ib.en.ad.AC.26,Find the missing number,52 + 19 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",71,Yes,72,No,16,No,73,No,1,55,2,56,1,57
ek.n.ib.en.ad.AC.27,Find the missing number,68 + 9 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",77,Yes,78,No,33,No,73,No,1,44,4,45,5,40
ek.n.ib.en.ad.AC.28,Find the missing number,33 + 48 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",81,Yes,82,No,79,No,37,No,1,2,44,3,45,42
ek.n.ib.en.ad.AC.29,Find the missing number,57 + 2 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",59,Yes,62,No,68,No,96,No,3,9,37,6,34,28
ek.n.ib.en.ad.AC.30,Find the missing number,51 + 18 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",69,Yes,70,No,65,No,15,No,1,4,54,5,55,50
ek.n.ib.en.ad.AC.31,Find the missing number,33 + 33 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",66,Yes,69,No,63,No,56,No,3,3,10,6,13,7
ek.n.ib.en.ad.AC.32,Find the missing number,33 + 53 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",86,Yes,88,No,29,No,96,No,2,57,10,59,8,67
ek.n.ib.en.ad.AC.33,Find the missing number,81 + 4 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",85,Yes,86,No,77,No,68,No,1,8,17,9,18,9
ek.n.ib.en.ad.AC.34,Find the missing number,78 + 19 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",97,Yes,100,No,12,No,52,No,3,85,45,88,48,40
ek.n.ib.en.ad.AC.35,Find the missing number,40 + 43 = ___,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 3,MEDIUM,"add, addition, sum",83,Yes,85,No,71,No,61,No,2,12,22,14,24,10
